lat,category,raw_text,preprocessed_text,is_text_missing,is_llava_imputed
47.49874,problem,Missing ticket machine on the back of the station. Whoever comes from this side must pass under the whole station to solve a ticket. Place ticket machine,missing ticket machine on the back of the station whoever comes from this side must pass under the whole station to solve a ticket place ticket machine,False,False
,problem,Not inviting to stay long A little dystopian old vibe Repaint and put in more bright colors,not inviting to stay long a little dystopian old vibe repaint and put in more bright colors,False,False
47.499657,problem,"It's too dark No place for long stays More glass, better lighting paint the station white",it s too dark no place for long stays more glass better lighting paint the station white,False,False
47.49957,problem,"Delay in train Onward journey, time is money",delay in train onward journey time is money,False,False
,problem,Why block the entrance on a bycicle connection Does not enhance the use of the velo station Remove the blockera,why block the entrance on a bycicle connection does not enhance the use of the velo station remove the blockera,False,False
47.499275,problem,Pollution on the tracks  Buses for pollution,pollution on the tracks buses for pollution,False,False
47.49901,problem,Bike parking entrance to narrow You can't drive directly to the parking lot Broader ascent without building such a curve,bike parking entrance to narrow you can t drive directly to the parking lot broader ascent without building such a curve,False,False
,problem,"Noone sees this peoplecrossing signal No good signaling or markings, so nobody realizes that there is a redlight potentially. Mark the ground with a streetcrossing",noone sees this peoplecrossing signal no good signaling or markings so nobody realizes that there is a redlight potentially mark the ground with a streetcrossing,False,False
47.500957,problem,"Roofing Very dark, not nice roofing. Even in daylight the station feels gloomy. Upgrade of the roofing. more light.",roofing very dark not nice roofing even in daylight the station feels gloomy upgrade of the roofing more light,False,False
47.49885,problem,No green plants Too little water Pay More Attention,no green plants too little water pay more attention,False,False
47.49752,problem,"no crossing to the other side dangerous to get to the other side, long walk to other crossings make a crossing",no crossing to the other side dangerous to get to the other side long walk to other crossings make a crossing,False,False
47.49792,problem,"What is this? Road, car park or pavement? Once got run over here Get rid of this stupid secondary road and parking spaces",what is this road car park or pavement once got run over here get rid of this stupid secondary road and parking spaces,False,False
47.497955,problem,Pedestrian crossing not clearly visible that it is also an exit pedestrians often run over red and you are not aware Create markings on the ground,pedestrian crossing not clearly visible that it is also an exit pedestrians often run over red and you are not aware create markings on the ground,False,False
47.497566,problem,Physics buildings does not fit into the cityscape New construction,physics buildings does not fit into the cityscape new construction,False,False
47.49829,problem,cars standing around Cars that are illegally standing around in the car-free old town. The cars are ugly and disturb the cityscape. Do not make the old town accessible with bollards and barrier system. Spread more controls and parking buses.,cars standing around cars that are illegally standing around in the car free old town the cars are ugly and disturb the cityscape do not make the old town accessible with bollards and barrier system spread more controls and parking buses,False,False
47.498013,problem,"People watching loud videos on their phones I just find this very annoying and often distracting. I think the other fitgers should be more respected. They could use headphones. Often used to keep children busy, and that is also often annoying and loud and disstracting. Although I understand why, it is just tiring.",people watching loud videos on their phones i just find this very annoying and often distracting i think the other fitgers should be more respected they could use headphones often used to keep children busy and that is also often annoying and loud and disstracting although i understand why it is just tiring,False,False
47.497284,problem,"Underpass Technikumstrasse It stinks, it's dark, you feel uncomfortable Better lighting, cleanliness In the Bhf underpass was well renovated",underpass technikumstrasse it stinks it s dark you feel uncomfortable better lighting cleanliness in the bhf underpass was well renovated,False,False
47.597015,problem,"Meeting buses/enthusiastics Too many buses and people cross without regulation Underpass, traffic lights, marked paths, fences No",meeting buses enthusiastics too many buses and people cross without regulation underpass traffic lights marked paths fences no,False,False
47.501495,problem,"Footpath ZHAW - Bhf. unfavorable Non-liquid green phase Zebra stripe, old town entrance unclear, is not perceived/noted by pedestrians as little car traffic into the old town. Better visible signaling, prioritization of pedestrian streams or steering of pedestrians on alternative grounds: e.g. via rear warehouse or old town. At the stop Deutweg you will experience the same if you want to go to the indoor pool.",footpath zhaw bhf unfavorable non liquid green phase zebra stripe old town entrance unclear is not perceived noted by pedestrians as little car traffic into the old town better visible signaling prioritization of pedestrian streams or steering of pedestrians on alternative grounds e g via rear warehouse or old town at the stop deutweg you will experience the same if you want to go to the indoor pool,False,False
,problem,Train delayed.,train delayed,False,False
47.482227,problem,,,True,False
